class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat
e,x,y,b,t,n,f,c,b,e,e,?,132,s,s,w,e,p,w,25,t,e,w,c,w
e,x,f,n,f,n,f,w,b,h,t,e,238,f,s,w,w,p,w,23,o,e,n,a,g
e,f,f,g,t,n,f,c,b,n,t,b,154,s,s,g,g,p,w,24,o,p,k,v,d
e,f,s,w,f,n,f,w,b,p,t,e,269,f,f,w,w,p,w,45,o,e,n,s,g
e,x,s,n,f,n,a,c,b,n,e,?,400,s,s,o,o,p,n,45,o,p,b,c,l
e,f,y,g,t,n,f,c,b,p,t,b,412,s,s,g,g,p,w,38,o,p,k,v,d
e,x,y,y,t,l,f,c,b,n,e,r,99,s,y,w,w,p,w,60,o,p,k,s,g
e,f,y,n,t,n,f,c,b,u,t,b,88,s,s,p,w,p,w,24,o,p,k,v,d
e,f,s,g,f,n,f,w,b,h,t,e,195,f,s,w,w,p,w,23,o,e,k,s,g
p,k,s,n,f,s,f,c,n,b,t,?,111,k,k,p,p,p,w,25,o,e,w,v,l
p,x,s,g,f,c,f,c,n,n,e,b,142,s,s,w,w,p,w,23,o,p,k,s,d
e,f,s,w,f,n,f,w,b,k,t,e,232,f,s,w,w,p,w,48,o,e,k,s,g
p,x,f,y,f,f,f,c,b,p,e,b,438,k,k,n,b,p,w,31,o,l,h,v,g
p,f,y,g,f,f,f,c,b,h,e,b,27,k,k,n,n,p,w,23,o,l,h,v,g
e,x,y,y,t,a,f,c,b,w,e,r,21,s,y,w,w,p,w,23,o,p,n,s,g
p,x,f,g,f,f,f,c,b,h,e,b,280,k,k,p,n,p,w,24,o,l,h,v,p
p,f,y,e,f,f,f,c,n,b,t,?,53,k,s,p,p,p,w,23,o,e,w,v,d
p,x,y,g,f,f,f,c,b,p,e,b,451,k,k,n,b,p,w,23,o,l,h,y,g
e,x,f,g,f,n,f,w,b,k,t,e,190,f,s,w,w,p,w,25,o,e,n,s,g
p,x,y,w,t,p,f,c,n,p,e,e,36,s,s,w,w,p,w,23,o,p,k,s,u
e,f,y,e,t,n,f,c,b,w,t,b,288,s,s,g,w,p,w,28,o,p,n,y,d
e,x,s,n,f,n,f,w,b,k,t,e,4,f,s,w,w,p,w,23,o,e,n,a,g
e,x,s,g,f,n,f,w,b,p,e,?,229,k,s,w,w,p,w,23,t,p,w,s,g
e,x,y,g,t,n,f,c,b,n,t,b,59,s,s,g,g,p,w,23,o,p,n,v,d
p,x,y,n,f,s,f,c,n,b,t,?,268,s,s,p,w,p,w,25,o,e,w,v,l
e,x,s,w,f,n,f,w,b,w,e,?,671,k,s,w,w,p,w,37,t,p,w,s,g
p,k,y,e,f,f,f,c,n,b,t,?,181,s,k,w,w,p,w,26,o,e,w,v,d
e,f,s,g,f,n,f,w,b,k,t,e,56,f,s,w,w,p,w,23,o,e,n,s,g
e,f,f,w,f,n,f,w,b,n,t,e,281,f,f,w,w,p,w,48,o,e,k,a,g
p,f,y,n,f,y,f,c,n,b,t,?,662,k,s,w,w,p,w,23,o,e,w,v,l
e,x,y,e,t,n,f,c,b,u,t,b,47,s,s,w,g,p,w,23,o,p,n,y,d
p,x,y,n,f,s,f,c,n,b,t,?,192,s,s,w,w,p,w,36,o,e,w,v,d
p,x,s,e,f,y,f,c,n,b,t,?,27,k,s,p,w,p,w,23,o,e,w,v,d
p,x,s,p,f,c,f,c,n,n,e,b,212,s,s,w,w,p,w,64,o,p,k,v,d
e,f,s,n,f,n,a,c,b,o,e,?,585,s,s,o,o,p,o,27,o,p,n,v,l
p,f,f,g,f,f,f,c,b,g,e,b,155,k,k,p,p,p,w,25,o,l,h,v,d
p,k,y,n,f,f,f,c,n,b,t,?,198,k,k,w,p,p,w,46,o,e,w,v,p
p,x,y,y,f,f,f,c,b,h,e,b,385,k,k,p,n,p,w,46,o,l,h,v,g
p,f,f,y,f,f,f,c,b,g,e,b,423,k,k,n,p,p,w,30,o,l,h,y,d
p,x,y,n,f,s,f,c,n,b,t,?,161,k,s,w,w,p,w,64,o,e,w,v,l
p,f,y,y,f,f,f,c,b,p,e,b,69,k,k,b,b,p,w,23,o,l,h,v,d
e,k,s,n,f,n,a,c,b,n,e,?,404,s,s,o,o,p,o,32,o,p,y,c,l
p,x,s,e,f,y,f,c,n,b,t,?,162,k,s,w,w,p,w,25,o,e,w,v,p
p,f,y,n,t,p,f,c,n,k,e,e,53,s,s,w,w,p,w,40,o,p,n,v,g
e,f,y,n,t,n,f,c,b,n,t,b,456,s,s,w,p,p,w,25,o,p,n,v,d
p,f,y,g,f,f,f,c,b,p,e,b,5,k,k,n,p,p,w,0,o,l,h,v,d
p,f,f,y,f,f,f,c,b,p,e,b,15,k,k,n,b,p,w,27,o,l,h,v,g
e,x,f,w,f,n,f,w,b,p,e,?,2300,s,k,w,w,p,w,26,t,p,w,n,g
e,x,y,n,t,n,f,c,b,p,t,b,179,s,s,g,w,p,w,23,o,p,n,v,d
e,k,s,w,f,n,f,w,b,p,e,?,733,s,k,w,w,p,w,25,t,p,w,s,g
p,x,y,e,f,s,f,c,n,b,t,?,102,k,k,p,p,p,w,55,o,e,w,v,l
e,f,s,n,f,n,a,c,b,n,e,?,34,s,s,o,o,p,n,23,o,p,b,c,l
e,x,f,n,f,n,f,w,n,w,e,b,16,f,f,w,n,p,w,86,o,e,w,v,l
e,f,y,n,t,l,f,c,b,n,e,r,163,s,y,w,w,p,w,23,o,p,n,y,p
e,x,f,g,t,n,f,c,b,p,t,b,4,s,s,p,w,p,w,25,o,p,n,y,d
e,f,y,g,t,n,f,c,b,w,t,b,10,s,s,g,w,p,w,28,o,p,k,v,d
e,x,y,n,t,n,f,c,b,p,t,b,257,s,s,w,w,p,w,25,o,p,k,y,d
e,f,y,g,t,n,f,c,b,n,t,b,43,s,s,w,g,p,w,23,o,p,k,v,d
e,x,y,y,t,l,f,c,b,k,e,c,66,s,s,w,w,p,w,44,o,p,n,n,m
e,x,f,g,t,n,f,c,b,w,t,b,311,s,s,w,w,p,w,33,o,p,k,v,d
e,f,y,n,f,n,f,w,n,w,e,b,351,s,s,w,n,p,w,23,o,e,w,v,l
e,x,y,g,t,n,f,c,b,u,t,b,45,s,s,g,p,p,w,23,o,p,n,y,d
p,f,y,g,f,f,f,c,b,p,e,b,9,k,k,p,p,p,w,23,o,l,h,v,p
e,x,f,e,t,n,f,c,b,w,t,b,16,s,s,p,p,p,w,23,o,p,n,y,d
p,f,s,w,t,f,f,c,b,w,t,b,200,f,f,w,w,p,w,43,o,p,h,s,u
e,f,s,e,t,n,f,c,b,w,e,?,354,s,s,e,w,p,w,23,t,e,w,c,w
p,f,y,g,f,f,f,c,b,g,e,b,5,k,k,p,b,p,w,26,o,l,h,y,g
p,f,s,n,f,y,f,c,n,b,t,?,190,k,k,p,p,p,w,23,o,e,w,v,d
p,k,y,n,f,y,f,c,n,b,t,?,78,s,k,p,w,p,w,24,o,e,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,286,k,k,w,p,p,w,25,o,e,w,v,l
e,b,s,g,f,n,f,w,b,g,e,?,238,k,k,w,w,p,w,22,t,p,w,n,g
e,x,y,y,t,l,f,c,b,k,e,c,52,s,s,w,w,p,w,55,o,p,k,n,g
p,x,y,e,f,s,f,c,n,b,t,?,381,s,k,w,w,p,w,27,o,e,w,v,d
p,k,y,n,f,s,f,c,n,b,t,?,283,s,k,w,p,p,w,53,o,e,w,v,l
e,x,f,g,t,n,f,c,b,u,t,b,30,s,s,g,p,p,w,29,o,p,n,y,d
p,f,f,y,f,f,f,c,b,g,e,b,66,k,k,p,b,p,w,32,o,l,h,v,d
e,f,y,n,t,a,f,c,b,n,e,r,57,s,y,w,w,p,w,24,o,p,n,y,g
e,x,s,g,f,n,f,w,b,g,e,?,341,s,k,w,w,p,w,23,t,p,w,s,g
e,x,y,g,t,n,f,c,b,p,t,b,84,s,s,g,w,p,w,38,o,p,k,v,d
e,x,f,e,t,n,f,c,b,n,t,b,68,s,s,w,g,p,w,24,o,p,k,y,d
p,x,y,n,f,f,f,c,n,b,t,?,343,k,s,w,p,p,w,23,o,e,w,v,d
p,f,y,g,f,f,f,c,b,h,e,b,37,k,k,b,n,p,w,23,o,l,h,y,d
e,x,s,g,f,n,f,w,b,h,t,e,3,s,f,w,w,p,w,24,o,e,k,a,g
p,x,s,w,t,f,f,c,b,w,t,b,101,s,f,w,w,p,w,24,o,p,h,v,u
e,f,y,g,t,n,f,c,b,u,t,b,299,s,s,w,g,p,w,47,o,p,n,y,d
e,f,f,e,t,n,f,c,b,n,t,b,29,s,s,p,p,p,w,23,o,p,n,y,d
p,x,f,p,f,c,f,c,n,p,e,b,407,s,s,w,w,p,w,34,o,p,k,s,d
e,b,s,y,t,a,f,c,b,w,e,c,15,s,s,w,w,p,w,44,o,p,k,s,g
e,x,s,w,t,l,f,c,b,g,e,c,2,s,s,w,w,p,w,30,o,p,k,s,g
e,x,f,g,t,n,f,c,b,u,t,b,64,s,s,p,g,p,w,23,o,p,n,v,d
p,f,s,e,f,s,f,c,n,b,t,?,26,s,k,w,p,p,w,23,o,e,w,v,p
e,f,y,g,t,n,f,c,b,u,t,b,343,s,s,w,g,p,w,23,o,p,k,v,d
p,x,y,y,f,f,f,c,b,g,e,b,6,k,k,b,b,p,w,23,o,l,h,v,g
p,f,s,w,t,p,f,c,n,p,e,e,169,s,s,w,w,p,w,65,o,p,n,v,u
e,x,f,n,t,n,f,c,b,u,t,b,32,s,s,g,w,p,w,23,o,p,n,v,d
p,f,y,y,f,f,f,c,b,g,e,b,156,k,k,p,b,p,w,23,o,l,h,v,p
e,x,f,e,t,n,f,c,b,w,t,b,209,s,s,w,p,p,w,24,o,p,k,v,d
p,f,y,y,f,f,f,c,b,g,e,b,208,k,k,n,b,p,w,23,o,l,h,v,g
p,k,y,e,f,y,f,c,n,b,t,?,36,k,s,p,p,p,w,23,o,e,w,v,l
p,k,y,n,f,s,f,c,n,b,t,?,315,s,k,w,w,p,w,36,o,e,w,v,l
e,x,s,w,t,a,f,c,b,k,e,c,8,s,s,w,w,p,w,48,o,p,k,s,m
e,b,y,y,t,l,f,c,b,k,e,c,135,s,s,w,w,p,w,30,o,p,n,n,m
e,f,y,e,t,n,f,c,b,w,t,b,6,s,s,g,w,p,w,25,o,p,k,v,d
e,f,y,n,t,n,f,c,b,w,e,?,311,s,s,e,e,p,w,46,t,e,w,c,w
p,x,s,n,f,y,f,c,n,b,t,?,3,k,s,p,w,p,w,23,o,e,w,v,p
e,f,f,e,t,n,f,c,b,p,t,b,184,s,s,w,w,p,w,27,o,p,n,v,d
e,x,y,n,t,a,f,c,b,w,e,r,175,s,y,w,w,p,w,22,o,p,k,s,p
e,x,f,g,t,n,f,c,b,n,t,b,281,s,s,g,w,p,w,26,o,p,n,y,d
p,f,y,w,t,p,f,c,n,k,e,e,121,s,s,w,w,p,w,79,o,p,k,v,u
p,f,y,y,f,f,f,c,b,h,e,b,72,k,k,b,p,p,w,27,o,l,h,v,p
e,b,f,w,f,n,f,w,b,p,e,?,119,k,s,w,w,p,w,23,t,p,w,s,g
e,x,f,g,t,n,f,c,b,n,t,b,6,s,s,g,p,p,w,23,o,p,n,v,d
p,f,f,g,f,f,f,c,b,g,e,b,359,k,k,p,b,p,w,24,o,l,h,v,g
p,f,f,y,f,f,f,c,b,p,e,b,452,k,k,p,b,p,w,38,o,l,h,v,g
e,f,f,n,f,n,f,w,b,k,t,e,314,s,f,w,w,p,w,23,o,e,k,a,g
p,x,y,y,f,f,f,c,b,p,e,b,44,k,k,p,n,p,w,23,o,l,h,v,p
p,x,f,g,f,f,f,c,b,p,e,b,183,k,k,n,n,p,w,58,o,l,h,v,d
e,x,f,w,t,l,f,w,n,w,t,b,3,s,s,w,w,p,w,55,o,p,n,v,d
e,b,y,w,t,a,f,c,b,k,e,c,1,s,s,w,w,p,w,39,o,p,n,s,g
p,x,s,n,f,y,f,c,n,b,t,?,582,k,k,w,w,p,w,23,o,e,w,v,d
p,f,f,g,f,f,f,c,b,h,e,b,417,k,k,n,b,p,w,30,o,l,h,y,d
p,f,s,n,f,f,f,c,n,b,t,?,54,s,k,w,w,p,w,22,o,e,w,v,d
p,x,y,y,f,f,f,c,b,p,e,b,214,k,k,p,n,p,w,23,o,l,h,v,d
p,f,f,y,f,f,f,c,b,g,e,b,158,k,k,p,n,p,w,23,o,l,h,y,p
p,x,f,g,f,f,f,c,b,g,e,b,150,k,k,b,b,p,w,45,o,l,h,y,p
p,k,s,e,f,f,f,c,n,b,t,?,358,k,k,p,p,p,w,59,o,e,w,v,l
p,x,s,n,f,f,f,c,n,b,t,?,124,s,k,p,w,p,w,40,o,e,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,128,k,s,p,w,p,w,83,o,e,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,198,s,k,w,p,p,w,28,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,?,106,k,k,p,w,p,w,24,o,e,w,v,d
e,x,y,w,t,a,f,c,b,g,e,c,84,s,s,w,w,p,w,43,o,p,k,s,m
p,x,f,g,f,f,f,c,b,p,e,b,14,k,k,b,p,p,w,42,o,l,h,v,g
e,f,f,n,f,n,f,w,b,p,t,e,150,f,s,w,w,p,w,41,o,e,k,a,g
e,x,f,e,t,n,f,c,b,u,t,b,335,s,s,p,w,p,w,33,o,p,n,v,d
e,f,f,e,t,n,f,c,b,w,t,b,150,s,s,w,g,p,w,27,o,p,k,v,d
e,x,y,n,t,n,f,c,b,p,t,b,136,s,s,p,p,p,w,23,o,p,k,y,d
p,x,f,y,f,n,f,c,n,w,e,?,224,k,y,w,n,p,w,63,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,?,3,s,s,w,w,p,w,67,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,351,s,s,p,p,p,w,23,o,e,w,v,p
p,k,s,n,f,f,f,c,n,b,t,?,12,s,s,p,w,p,w,34,o,e,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,102,s,k,p,p,p,w,46,o,e,w,v,l
p,x,f,g,f,f,f,c,b,g,e,b,20,k,k,n,n,p,w,33,o,l,h,v,g
p,x,y,g,f,f,f,c,b,p,e,b,175,k,k,b,n,p,w,31,o,l,h,y,g
p,x,y,n,f,f,f,c,n,b,t,?,219,k,s,w,p,p,w,49,o,e,w,v,l
e,b,y,w,t,l,f,c,b,w,e,c,61,s,s,w,w,p,w,0,o,p,n,n,g
e,f,f,n,t,n,f,c,b,w,t,b,178,s,s,w,g,p,w,28,o,p,n,v,d
p,x,y,y,f,f,f,c,b,g,e,b,99,k,k,b,n,p,w,27,o,l,h,y,p
p,k,s,n,f,s,f,c,n,b,t,?,109,s,k,p,p,p,w,23,o,e,w,v,d
e,f,y,g,t,n,f,c,b,u,t,b,274,s,s,g,w,p,w,25,o,p,k,v,d
p,f,y,y,f,f,f,c,b,g,e,b,38,k,k,b,n,p,w,24,o,l,h,v,g
e,x,f,e,t,n,f,c,b,u,t,b,140,s,s,w,p,p,w,23,o,p,k,y,d
p,x,f,y,f,f,f,c,b,h,e,b,50,k,k,p,n,p,w,23,o,l,h,v,p
p,x,y,g,f,f,f,c,b,p,e,b,365,k,k,p,b,p,w,23,o,l,h,y,p
p,f,y,g,f,f,f,c,b,g,e,b,201,k,k,p,b,p,w,24,o,l,h,y,d
p,f,s,n,f,f,f,c,n,b,t,?,445,s,s,w,w,p,w,23,o,e,w,v,l
p,x,s,p,f,c,f,w,n,p,e,b,291,s,s,w,w,p,w,23,o,p,n,v,d
e,x,s,n,f,n,a,c,b,y,e,?,158,s,s,o,o,p,n,29,o,p,o,v,l
e,f,f,g,t,n,f,c,b,u,t,b,372,s,s,w,g,p,w,39,o,p,k,y,d
e,x,y,e,t,n,f,c,b,p,t,b,14,s,s,w,g,p,w,23,o,p,n,y,d
e,x,f,g,f,n,f,w,b,h,t,e,7,s,f,w,w,p,w,23,o,e,n,s,g
p,f,y,y,f,f,f,c,b,h,e,b,9,k,k,p,b,p,w,38,o,l,h,y,g
e,f,y,e,t,n,f,c,b,n,t,b,3,s,s,p,g,p,w,23,o,p,k,y,d
p,x,y,g,f,f,f,c,b,h,e,b,191,k,k,n,n,p,w,45,o,l,h,v,d
e,x,y,p,t,n,f,c,b,w,e,?,177,s,s,w,e,p,w,23,t,e,w,c,w
e,x,y,n,t,a,f,c,b,w,e,r,27,s,y,w,w,p,w,24,o,p,n,s,g
p,f,y,y,f,f,f,c,b,h,e,b,73,k,k,n,b,p,w,35,o,l,h,y,g
e,b,y,y,t,l,f,c,b,w,e,c,23,s,s,w,w,p,w,35,o,p,n,n,m
e,f,f,n,t,n,f,c,b,u,t,b,308,s,s,w,g,p,w,68,o,p,n,v,d
p,f,y,y,f,f,f,c,b,g,e,b,191,k,k,b,p,p,w,23,o,l,h,v,g
e,b,s,y,t,a,f,c,b,w,e,c,101,s,s,w,w,p,w,36,o,p,k,n,g
p,f,f,g,f,f,f,c,b,p,e,b,44,k,k,n,n,p,w,23,o,l,h,y,p
e,x,s,n,f,n,f,w,b,h,t,e,21,s,f,w,w,p,w,23,o,e,k,a,g
p,f,y,e,f,f,f,c,n,b,t,?,130,s,s,w,w,p,w,29,o,e,w,v,l
e,x,s,n,f,n,f,w,b,h,t,e,108,s,f,w,w,p,w,46,o,e,n,s,g
e,x,y,n,t,n,f,c,b,w,e,b,136,s,s,w,w,p,w,24,t,p,w,y,p
p,f,s,w,t,f,f,c,b,h,t,b,157,s,s,w,w,p,w,40,o,p,h,s,u
e,x,s,w,t,l,f,c,b,n,e,c,52,s,s,w,w,p,w,26,o,p,k,s,g
e,b,s,g,f,n,f,w,b,w,e,?,522,s,s,w,w,p,w,31,t,p,w,s,g
p,k,s,e,f,s,f,c,n,b,t,?,357,k,s,p,p,p,w,22,o,e,w,v,p
e,k,y,e,t,n,f,c,b,e,e,?,18,s,s,e,w,p,w,23,t,e,w,c,w
e,x,s,g,f,n,f,w,b,h,t,e,398,f,s,w,w,p,w,24,o,e,k,s,g
e,f,f,g,t,n,f,c,b,u,t,b,196,s,s,p,p,p,w,35,o,p,k,v,d
p,f,s,g,t,f,f,c,b,p,t,b,149,s,f,w,w,p,w,23,o,p,h,s,g
e,b,s,g,f,n,f,w,b,w,e,?,513,s,k,w,w,p,w,23,t,p,w,n,g
p,x,y,n,f,f,f,c,n,b,t,?,35,s,s,w,p,p,w,33,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,20,s,k,w,p,p,w,38,o,e,w,v,d
e,b,s,w,f,n,f,w,b,w,e,?,314,k,k,w,w,p,w,49,t,p,w,n,g
e,f,y,e,t,n,f,c,b,n,t,b,94,s,s,p,w,p,w,23,o,p,n,y,d
e,f,f,e,t,n,f,c,b,n,t,b,164,s,s,g,w,p,w,23,o,p,k,v,d
p,f,y,g,f,f,f,c,b,p,e,b,2300,k,k,n,n,p,w,50,o,l,h,y,p
e,f,f,g,t,n,f,c,b,w,t,b,225,s,s,p,w,p,w,35,o,p,k,v,d
e,k,s,g,f,n,f,w,b,p,e,?,203,s,k,w,w,p,w,23,t,p,w,s,g
p,x,y,n,f,f,f,c,n,b,t,?,46,s,s,w,w,p,w,29,o,e,w,v,d
e,b,s,y,t,a,f,c,b,g,e,c,144,s,s,w,w,p,w,63,o,p,n,n,m
e,x,s,w,t,l,f,c,b,w,e,c,65,s,s,w,w,p,w,54,o,p,k,s,m
p,k,y,n,f,f,f,c,n,b,t,?,237,s,s,p,w,p,w,25,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,2,k,k,p,w,p,w,23,o,e,w,v,p
e,x,s,w,t,l,f,w,n,w,t,b,124,s,s,w,w,p,w,23,o,p,u,v,d
p,x,y,y,f,f,f,c,b,g,e,b,123,k,k,n,n,p,w,29,o,l,h,v,g
p,x,s,e,f,y,f,c,n,b,t,?,251,s,s,p,w,p,w,38,o,e,w,v,p
p,f,s,n,f,s,f,c,n,b,t,?,66,s,s,w,p,p,w,24,o,e,w,v,p
e,x,s,g,f,n,f,w,b,k,t,e,125,s,s,w,w,p,w,73,o,e,k,s,g
e,x,y,g,t,n,f,c,b,n,t,b,305,s,s,w,p,p,w,23,o,p,k,y,d
p,f,s,n,f,s,f,c,n,b,t,?,238,k,k,p,w,p,w,78,o,e,w,v,l
p,x,f,w,f,c,f,c,n,g,e,b,3500,s,s,w,w,p,w,29,o,p,n,v,d
e,b,y,w,t,a,f,c,b,n,e,c,39,s,s,w,w,p,w,60,o,p,k,s,m
p,f,y,n,f,y,f,c,n,b,t,?,93,k,s,p,p,p,w,22,o,e,w,v,d
e,x,y,e,t,n,f,c,b,n,t,b,8,s,s,p,w,p,w,88,o,p,k,y,d
p,x,y,e,f,f,f,c,n,b,t,?,233,s,k,w,w,p,w,24,o,e,w,v,d
p,f,y,g,f,f,f,c,b,h,e,b,477,k,k,b,p,p,w,23,o,l,h,y,d
p,x,y,g,f,f,f,c,b,h,e,b,93,k,k,b,p,p,w,23,o,l,h,v,g
e,f,y,n,t,n,f,c,b,u,t,b,203,s,s,p,p,p,w,25,o,p,k,v,d
p,x,y,n,f,s,f,c,n,b,t,?,144,k,k,w,p,p,w,25,o,e,w,v,p
e,x,f,n,t,n,f,c,b,p,t,b,86,s,s,p,g,p,w,62,o,p,k,v,d
p,x,s,g,t,f,f,c,b,w,t,b,127,s,s,w,w,p,w,24,o,p,h,s,u
e,f,f,e,t,n,f,c,b,n,t,b,190,s,s,g,g,p,w,0,o,p,k,y,d
p,x,s,w,f,c,f,w,n,g,e,b,8,s,s,w,w,p,w,25,o,p,k,s,d
p,k,y,e,f,f,f,c,n,b,t,?,189,k,s,p,w,p,w,24,o,e,w,v,p
p,x,f,g,f,f,f,c,b,h,e,b,205,k,k,p,b,p,w,29,o,l,h,y,p
p,f,s,n,t,p,f,c,n,k,e,e,3,s,s,w,w,p,w,30,o,p,n,s,g
p,x,s,e,f,f,f,c,n,b,t,?,171,k,k,p,w,p,w,23,o,e,w,v,p
p,f,f,y,f,f,f,c,b,g,e,b,395,k,k,b,n,p,w,22,o,l,h,y,p
e,f,s,w,f,n,f,w,b,k,t,e,343,s,s,w,w,p,w,80,o,e,k,a,g
p,f,f,g,f,f,f,c,b,p,e,b,151,k,k,p,n,p,w,24,o,l,h,y,g
e,x,s,g,f,n,f,w,b,p,t,e,32,f,s,w,w,p,w,31,o,e,n,s,g
e,x,y,n,f,n,f,w,n,w,e,b,44,f,s,w,n,p,w,49,o,e,w,v,l
e,b,y,w,t,a,f,c,b,w,e,c,39,s,s,w,w,p,w,54,o,p,n,n,m
p,k,s,n,f,f,f,c,n,b,t,?,108,k,k,w,w,p,w,23,o,e,w,v,d
e,f,y,n,t,n,f,c,b,u,t,b,8,s,s,w,g,p,w,23,o,p,k,y,d
p,x,s,e,f,s,f,c,n,b,t,?,116,s,k,w,w,p,w,23,o,e,w,v,p
p,f,y,y,f,f,f,c,b,g,e,b,231,k,k,p,n,p,w,22,o,l,h,v,p
e,f,y,n,f,n,f,w,n,w,e,b,181,s,f,w,n,p,w,25,o,e,w,v,l
p,x,f,g,f,c,f,w,n,g,e,b,10,s,s,w,w,p,w,41,o,p,k,s,d
p,x,y,g,f,f,f,c,b,p,e,b,173,k,k,p,p,p,w,38,o,l,h,y,g
p,x,y,e,f,y,f,c,n,b,t,?,343,s,s,w,w,p,w,25,o,e,w,v,l
p,k,s,e,f,y,f,c,n,b,t,?,558,s,k,p,w,p,w,23,o,e,w,v,d
e,f,f,e,t,n,f,c,b,p,t,b,391,s,s,w,g,p,w,52,o,p,n,y,d
e,f,s,n,f,n,a,c,b,o,e,?,67,s,s,o,o,p,n,25,o,p,o,c,l
p,x,s,p,f,c,f,c,n,u,e,b,104,s,s,w,w,p,w,24,o,p,k,v,d
e,f,f,e,t,n,f,c,b,p,t,b,56,s,s,p,g,p,w,58,o,p,n,v,d
p,x,s,g,f,c,f,c,n,g,e,b,198,s,s,w,w,p,w,23,o,p,n,v,d
p,f,f,g,f,f,f,c,b,p,e,b,167,k,k,b,b,p,w,69,o,l,h,y,g
e,x,s,g,f,n,f,w,b,p,t,e,75,f,f,w,w,p,w,23,o,e,k,a,g
e,f,y,g,t,n,f,c,b,n,t,b,321,s,s,p,p,p,w,57,o,p,n,v,d
e,x,f,n,t,n,f,c,b,p,t,b,24,s,s,g,g,p,w,80,o,p,n,v,d
p,f,f,g,f,f,f,c,b,g,e,b,109,k,k,n,n,p,w,23,o,l,h,v,p
p,x,y,n,f,f,f,c,n,b,t,?,49,k,k,p,w,p,w,24,o,e,w,v,p
p,x,s,g,t,f,f,c,b,p,t,b,123,f,s,w,w,p,w,23,o,p,h,v,g
e,x,s,w,f,n,f,w,b,p,e,?,586,s,k,w,w,p,w,47,t,p,w,s,g
p,k,y,n,f,s,f,c,n,b,t,?,20,k,k,p,w,p,w,28,o,e,w,v,p
e,f,s,w,f,n,f,w,b,h,t,e,191,s,s,w,w,p,w,36,o,e,n,s,g
e,x,y,y,t,a,f,c,b,w,e,r,86,s,y,w,w,p,w,54,o,p,k,s,p
e,x,f,e,t,n,f,c,b,n,t,b,30,s,s,g,g,p,w,36,o,p,n,y,d
e,x,f,g,t,n,f,c,b,u,t,b,218,s,s,w,p,p,w,102,o,p,n,v,d
p,x,y,g,f,f,f,c,b,p,e,b,105,k,k,b,p,p,w,26,o,l,h,v,g
e,f,f,e,t,n,f,c,b,n,t,b,155,s,s,w,w,p,w,23,o,p,n,v,d
p,f,y,y,f,f,f,c,b,g,e,b,318,k,k,p,b,p,w,40,o,l,h,y,p
p,x,f,y,f,f,f,c,b,g,e,b,156,k,k,p,b,p,w,45,o,l,h,y,g
e,f,y,n,t,n,f,c,b,u,t,b,6,s,s,g,g,p,w,25,o,p,n,v,d
p,k,y,n,f,y,f,c,n,b,t,?,498,k,k,w,p,p,w,34,o,e,w,v,p
e,x,f,w,t,l,f,w,n,w,t,b,45,s,s,w,w,p,w,23,o,p,u,v,d
p,k,s,e,f,f,f,c,n,b,t,?,29,k,k,p,p,p,w,25,o,e,w,v,d
e,f,y,g,t,n,f,c,b,w,t,b,441,s,s,g,p,p,w,23,o,p,n,y,d
e,x,y,b,t,n,f,c,b,w,e,?,46,s,s,w,e,p,w,29,t,e,w,c,w
e,x,f,e,t,n,f,c,b,w,t,b,26,s,s,w,w,p,w,26,o,p,n,v,d
e,b,f,g,f,n,f,w,b,p,e,?,252,k,k,w,w,p,w,23,t,p,w,n,g
e,x,s,n,f,n,f,w,b,p,t,e,18,f,f,w,w,p,w,23,o,e,k,a,g
p,x,s,g,f,c,f,c,n,u,e,b,53,s,s,w,w,p,w,41,o,p,n,v,d
p,x,s,g,t,f,f,c,b,p,t,b,20,s,f,w,w,p,w,25,o,p,h,v,g
p,x,f,y,f,f,f,c,b,p,e,b,18,k,k,n,n,p,w,26,o,l,h,v,p
e,f,y,u,f,n,f,c,n,w,e,?,29,s,f,w,w,p,w,43,o,f,h,v,d
e,f,y,y,t,l,f,c,b,p,e,r,137,s,y,w,w,p,w,23,o,p,k,y,p
e,f,f,n,t,n,f,c,b,u,t,b,303,s,s,g,p,p,w,32,o,p,k,v,d
e,x,f,e,t,n,f,c,b,n,t,b,326,s,s,w,g,p,w,33,o,p,k,v,d
e,x,y,u,f,n,f,c,n,p,e,?,267,s,f,w,w,p,w,52,o,f,h,y,d
e,f,f,e,t,n,f,c,b,p,t,b,238,s,s,g,p,p,w,27,o,p,k,y,d
